0,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_42_251.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_42_251.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_42_251.jpg,0.1,0.2,0.3,7.84E-05,"[0.3077458, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1]"
1,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_42_355.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_42_355.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_42_355.jpg,-0.3197031,0.3197031,0,0.3077458,"[0.9795526, 0.3077458, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1]"
2,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_42_460.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_42_460.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_42_460.jpg,-0.5932794,0.5932794,0,0.9795526,"[1.87579, 0.9795526, 0.3077458, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1]"
3,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_42_562.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_42_562.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_42_562.jpg,-0.8883612,0.8883612,0,1.87579,"[3.2389360000000003, 1.87579, 0.9795526, 0.3077458, 0, 0, 0, 0, 0, 0]","[0, 0, 1]"
4,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_42_666.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_42_666.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_42_666.jpg,-1.0,1.0,0,3.2389360000000003,"[4.3638330000000005, 3.2389360000000003, 1.87579, 0.9795526, 0.3077458, 0, 0, 0, 0, 0]","[0, 0, 1]"
5,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_42_768.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_42_768.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_42_768.jpg,-1.0,1.0,0,4.3638330000000005,"[5.525732, 4.3638330000000005, 3.2389360000000003, 1.87579, 0.9795526, 0.3077458, 0, 0, 0, 0]","[0, 0, 1]"
6,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_42_869.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_42_869.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_42_869.jpg,-0.7117018,1.0,0,5.525732,"[6.689789, 5.525732, 4.3638330000000005, 3.2389360000000003, 1.87579, 0.9795526, 0.3077458, 0, 0, 0]","[0, 0, 1]"
7,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_42_972.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_42_972.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_42_972.jpg,-0.4138558,1.0,0,6.689789,"[7.83095, 6.689789, 5.525732, 4.3638330000000005, 3.2389360000000003, 1.87579, 0.9795526, 0.3077458, 0, 0]","[0, 0, 1]"
8,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_076.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_076.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_076.jpg,-0.10240450000000001,1.0,0,7.83095,"[8.950337, 7.83095, 6.689789, 5.525732, 4.3638330000000005, 3.2389360000000003, 1.87579, 0.9795526, 0.3077458, 0]","[0, 0, 1]"
9,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_179.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_179.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_179.jpg,0.0,1.0,0,8.950337,"[10.067639999999999, 8.950337, 7.83095, 6.689789, 5.525732, 4.3638330000000005, 3.2389360000000003, 1.87579, 0.9795526, 0.3077458]","[0, 0, 1]"
10,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_280.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_280.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_280.jpg,0.0,1.0,0,10.067639999999999,"[11.17427, 10.067639999999999, 8.950337, 7.83095, 6.689789, 5.525732, 4.3638330000000005, 3.2389360000000003, 1.87579, 0.9795526]","[0, 0, 1]"
11,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_381.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_381.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_381.jpg,0.0,1.0,0,11.17427,"[12.51656, 11.17427, 10.067639999999999, 8.950337, 7.83095, 6.689789, 5.525732, 4.3638330000000005, 3.2389360000000003, 1.87579]","[0, 0, 1]"
12,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_485.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_485.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_485.jpg,-0.311127,1.0,0,12.51656,"[13.40383, 12.51656, 11.17427, 10.067639999999999, 8.950337, 7.83095, 6.689789, 5.525732, 4.3638330000000005, 3.2389360000000003]","[0, 0, 1]"
13,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_587.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_587.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_587.jpg,-0.00783514,1.0,0,13.40383,"[14.53466, 13.40383, 12.51656, 11.17427, 10.067639999999999, 8.950337, 7.83095, 6.689789, 5.525732, 4.3638330000000005]","[0, 0, 1]"
14,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_688.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_688.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_688.jpg,0.0,1.0,0,14.53466,"[15.72047, 14.53466, 13.40383, 12.51656, 11.17427, 10.067639999999999, 8.950337, 7.83095, 6.689789, 5.525732]","[0, 0, 1]"
15,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_791.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_791.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_791.jpg,0.0,1.0,0,15.72047,"[16.63413, 15.72047, 14.53466, 13.40383, 12.51656, 11.17427, 10.067639999999999, 8.950337, 7.83095, 6.689789]","[0, 0, 1]"
16,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_893.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_893.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_893.jpg,0.0,1.0,0,16.63413,"[17.808410000000002, 16.63413, 15.72047, 14.53466, 13.40383, 12.51656, 11.17427, 10.067639999999999, 8.950337, 7.83095]","[0, 0, 1]"
17,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_43_997.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_43_997.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_43_997.jpg,-0.273162,1.0,0,17.808410000000002,"[18.53615, 17.808410000000002, 16.63413, 15.72047, 14.53466, 13.40383, 12.51656, 11.17427, 10.067639999999999, 8.950337]","[0, 0, 1]"
18,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_44_100.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_44_100.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_44_100.jpg,-0.582156,1.0,0,18.53615,"[19.65289, 18.53615, 17.808410000000002, 16.63413, 15.72047, 14.53466, 13.40383, 12.51656, 11.17427, 10.067639999999999]","[0, 0, 1]"
19,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_44_204.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_44_204.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_44_204.jpg,-0.3595107,1.0,0,19.65289,"[20.84571, 19.65289, 18.53615, 17.808410000000002, 16.63413, 15.72047, 14.53466, 13.40383, 12.51656, 11.17427]","[0, 0, 1]"
20,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_44_308.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_44_308.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_44_308.jpg,0.0,1.0,0,20.84571,"[21.76569, 20.84571, 19.65289, 18.53615, 17.808410000000002, 16.63413, 15.72047, 14.53466, 13.40383, 12.51656]","[0, 0, 1]"
21,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_44_408.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_44_408.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_44_408.jpg,-0.0684678,1.0,0,21.76569,"[22.745929999999998, 21.76569, 20.84571, 19.65289, 18.53615, 17.808410000000002, 16.63413, 15.72047, 14.53466, 13.40383]","[0, 0, 1]"
22,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_44_510.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_44_510.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_44_510.jpg,-0.36599309999999996,1.0,0,22.745929999999998,"[23.70151, 22.745929999999998, 21.76569, 20.84571, 19.65289, 18.53615, 17.808410000000002, 16.63413, 15.72047, 14.53466]","[0, 0, 1]"
23,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_44_612.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_44_612.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_44_612.jpg,-0.06289046,1.0,0,23.70151,"[24.66988, 23.70151, 22.745929999999998, 21.76569, 20.84571, 19.65289, 18.53615, 17.808410000000002, 16.63413, 15.72047]","[0, 0, 1]"
24,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_44_713.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_44_713.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_44_713.jpg,0.0,1.0,0,24.66988,"[25.627, 24.66988, 23.70151, 22.745929999999998, 21.76569, 20.84571, 19.65289, 18.53615, 17.808410000000002, 16.63413]","[0, 0, 1]"
25,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_44_813.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_44_813.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_44_813.jpg,0.0,1.0,0,25.627,"[26.57753, 25.627, 24.66988, 23.70151, 22.745929999999998, 21.76569, 20.84571, 19.65289, 18.53615, 17.808410000000002]","[0, 0, 1]"
26,D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\center_2020_06_10_00_02_44_916.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\left_2020_06_10_00_02_44_916.jpg, D:\Graduation project\Udacity simulator\IMG\modified\trail\IMG\right_2020_06_10_00_02_44_916.jpg,0.0,1.0,0,26.57753,"[27.51858, 26.57753, 25.627, 24.66988, 23.70151, 22.745929999999998, 21.76569, 20.84571, 19.65289, 18.53615]","[0, 0, 1]"
